intent_name,examples,label
reincorporacion__formato_solicitud,¿Hay un modelo para la solicitud de reincorporación?,35
pago_autoseguro__fechas,"Acabo de pagar el autoseguro, estoy a tiempo?",14
retiro_total__fechas,cual es la fecha limite para solicitar un retiro total?,24
matricula_rezagada__procedimiento,a quien solicito la matricula rezagada,17
constancia_matricula__formato_solicitud,¿Hay un modelo para la solicitud de constancia de matricula?,38
retiro_total__fechas,¿En que fecha se realiza el retiro total?,24
constancia_de_estudios__formato_solicitud,que debo colocar en la solicitud de constancia de estudios?,41
constancia_matricula__solicitud_procedimiento,Quisiera tramitar una constancia de matricula de este ciclo,36
retiro_parcial__procedimiento,"Buenas, me podría indicarme el procedimiento para realizar el retiro parcial para el presente ciclo?",21
reserva_matricula__procedimiento,"Hola ciencito, queria consultarte lo que pasa es que por temas familiares este ciclo estaba pensando no matricular que debo hacer",29
denegar_mas_ayuda,No eso es todo gracias,2
reserva_matricula__procedimiento,Por motivos de encomicos y de trabajo no podre matricularme el siguiente ciclo que puedo hacer para no perder mi vacante,29
reincorporacion__formato_solicitud,un consulta mas donde podria descargar un modelo o formato para la solicitud de reincorporacion,35
reincorporacion__procedimiento,"deje mis estudios hace dos años y quiero retormalo este ciclo, que tramites debo hacer?",32
matricula__procedimiento_alumno_regular,¿Cuál es el proceso de matrícula para un alumno regular?,9
constancia_de_estudios__formato_solicitud,me puedes facilitar un modelo para la solicitud de constacia de estudios,41
procedimiento_tramites_fechas,cuando puedo enviar la solicitud,5
retiro_parcial__fechas,"Hola, una duda el retiro parcial se habilitara en la quinta semana de clases ?",20
constancia_de_notas__formato_solicitud,donde puedo encontrar el modelo de solicitud para la constancia de notas,40
reincorporacion__costo,cual es precio que tiene el tramite de reincorporacion?,34
retiro_total__procedimiento,"Hola, ¿Cómo hago el retiro total?",28
retiro_parcial__unico_curso,"Estoy matriculado en solo un curso, puedo acceder al retiro parcial?",22
cursos_horarios,quisiera los el horario de los cursos de este periodo academico,19
constancia_matricula__pago,cuanto pago por la constancia de matricula,37
retiro_parcial__procedimiento,"hola, como procedo para hacer el retiro parcial ?",21
reincorporacion__fechas,¿Hasta cuando enviar mi solicitud de reincorporacion?,33
constancia_matricula__pago,la constancia de matricula es gratis o tiene algun costo?,37
retiro_total__procedimiento,"Buenas tardes, como realizo un retiro total.Gracias.",28
matricula__cronograma,"Buenas tardes, como puedo saber el día de mi matrícula",12
formato_solicitud,existe alguna modelo para la solicitud,4
retiro_total__fechas,"BUenas tardes, una consulta hasta cuando puedo hacer el retiro total",24
constancia_matricula__formato_solicitud,me comentaron que hay un modelo para la solicitud de constancia de matricula en donde la encuentro?,38
constancia_matricula__formato_solicitud,quisiera saber si hay algun modelo para la solicitud de constancia de matricula,38
saludo,Holaeeeeeeeeeeee,1
reincorporacion__procedimiento,Podría indicarme ¿Cuál es el procedimiento? para solicitar reincorporación,32
matricula_rezagada__procedimiento,"Buenas tardes, me dijeron que mi matricula paso a rezagada pero no se que debo hacer",17
procedimiento_tramites_fechas,debo esperar para iniciar este tramite o ya lo puedo solicitarlo,5
formato_solicitud,si hay algun formato para la solicitud que debo enviar,4
reserva_matricula__procedimiento,"Buenos dias, quisiera realizar reserva de matrícula para este periodo que viene por cuestiones de trabajo .¿Que procedimiento deberia seguir?",29
retiro_parcial__maximo_cursos,estoy llevando 6 cursos pero quiero hacer el retiro de dos de ellas,23
constancia_matricula__pago,existe algun pago por la constancia de matricula,37
cambio_seccion,quiero hacer un cambio de horario en curso de Quimica General,18
pago_autoseguro_procedimiento,el autoseguro se paga en banco scotiabank?,15
horario_atencion_aera,a apartir de que hora estan atendiento en la oficina de estadistica?,43
matricula__procedimiento_alumno_ingresante,este en mi primer ciclo como puedo matricularme,10
reincorporacion__fechas,segun el calendario academico las fechas de reincorporacion finalizaron ayer podria aun reincorporarme ?,33
reserva_matricula__procedimiento,"Buenas tardes, tengo una consulta cual es el procedimiento para la reserva de matricula",29
reserva_matricula__fechas,¿Hasta cuándo tengo tiempo para presentar mi solicitud de reserva de matricula?,30
perdida_turno_matricula,"Buen día, no logre matricularme",16
retiro_parcial__unico_curso,solo estoy llevando un curso y me quiero retirar pero el sistema no me lo permite como hago,22
solicitud_correo_institucional_procedimiento,una duda como puedo obtener mi correo institucional,44
saludo,hi,1
constancia_de_notas__procedimiento,donde puedo solicitar una constancia de notas?,39
reserva_matricula__procedimiento,por motivos de salud no podre matricularme este ciclo como puedo postergar mi matricula,29
matricula__procedimiento_alumno_regular,cual es el procedimiento de matricula como alumno regular,9
reserva_matricula__fechas,Y hasta cuando podria enviar la solicitud de reserva de matricula ?,30
perdida_turno_matricula,que pasa si perdí mi horario de matrícula,16
matricula__cronograma,"si, me puedes decir la fecha de la matricula",12
retiro_parcial__cursos_repetidos,es posible retirarse de una asignatura que llevo por segunda vez,45
constancia_de_notas__procedimiento,"Buenas, como solicito una constancia de notas",39
reincorporacion__formato_solicitud,debo colocar mi dni en la solcitud de reincorporacion?,35
reincorporacion__costo,debo pagar algo por la reincoporacion?,34
saludo,buen díaq,1
matricula__cronograma,¿Cuando es la matrícula?,12
costo_tramite,cuanto se tiene que pagar por el tramite?,6
retiro_total__motivos_procede,cuales son los motivos de fuerza mayor por que procede el retiro total?,26
reincorporacion__fechas,veo que segun el calendario academico las fechas de reincorporacion finalizaron hace una semana podria todavia reincorporarme como rezagado ?,33
procedimiento_tramites_fechas,hasta que fecha puedo presentar la solicitud,5
retiro_parcial__fechas,"Hola, quisiera retirarme de un curso me podria decir hasta cuando se habilitara en el sistema ?",20
pago_autoseguro__fechas,si no pago a tiempo  me voy a matricula rezagada ?,14
horario_atencion_aera,hasta que hora atiende la oficina de estadistica,43
perdida_turno_matricula,no pude matricularme a tiempo y ya paso la matricula que hago,16
reserva_matricula__procedimiento,cual es el procedimiento para realizar la reserva de matricula ?,29
retiro_parcial__procedimiento,"Hola aerito, ¿Dónde encuentro un modelo de solicitud para el retiro parcial?",21
matricula__procedimiento_alumno_ingresante,soy ingresante y este es mi primer ciclo como procedo con la matricula,10
denegar_mas_ayuda,no es todo que tenga buen dia,2
denegar_mas_ayuda,No eso es todo,2
matricula__procedimiento_alumno_regular,que pagos debo hacer este ciclo para la matricula soy alumno regular,9
formato_solicitud,dime que formato debe seguir la solicitud,4
horario_atencion_aera,¿Cuál es el horario de AERA?,43
retiro_total__fechas,Cuando es la fecha limite para el retiro total?,24
retiro_total__formato_solicitud,una consulta hay algun modelo para la solicitud de retiro total,27
saludo,hola que tal amigo,1
formato_solicitud,que informacion debe ir en la solicitud,4
retiro_parcial__fechas,quisiera saber hasta que dias puedo hacer el retiro parcial ?,20
matricula__cronograma,"Buenos días, quiero información sobre la fecha de matrícula",12
retiro_parcial__unico_curso,la unica asignatura que estoy llevando el la de administracion de redes y quiero retirarme por que no creo poder seguir asistiendo,22
reincorporacion__procedimiento,"Buenas tardes, el ciclo pasado no pude matricularme asi que reserve mi matricula quisiera saber ahora como puedo matricularme en el ciclo que viene",32
retiro_total__requisitos_documentos_justificacion,puedo solicitar el retiro parcial solo enviando la solicitud?,25
constancia_matricula__pago,el tramite de constancia de matricula es gratuito o se paga algo?,37
pago_autoseguro_procedimiento,en donde y cuanto debo pagar por el autoseguro?,15
reincorporacion__procedimiento,cual es el proceso para solicitar mi reicorporacion,32
retiro_total__formato_solicitud,debo colocar mi dni en la solicitud de retiro total?,27
pago_autoseguro_procedimiento,puedo pagar el autoseguro por yape?,15
retiro_parcial__procedimiento,me puede indicar cual es el procedimiento del retiro parcial,21
matricula__horarios,¿Cuál es mi horario de matrícula?,13
cambio_seccion,como realizo el cambio de horario de un curso,18
saludo,oye bot,1
pago_autoseguro_procedimiento,dime que hacer para pagar el autoseguro,15
horario_atencion_aera,a que hora abre la oficina de estadistica,43
cursos_horarios,cual es el horario para la seccion b del curso de quimica i?,19
retiro_parcial__maximo_cursos,me he matriculado en 7 asignaturas pero quiero retirarma de 4 por que no podre asiste por trabajo . Eso es posible?,23
denegar_mas_ayuda,no gracias es todo,2
pago_autoseguro_procedimiento,por favor dime cuanto y adonde debo ir para pagar el autoseguro?,15
constancia_de_estudios__procedimiento,me ayudaas quiero solicitar una constancia de estudios pero no se a donde,42
matricula__horarios,"Buenos días, quisiera información sobre los horarios de matrícula",13
matricula__procedimiento_alumno_regular,este nuevo ciclo que se esta aperturando la matricula es automatica o debo hacer algun tramite actualmete soy alumno regular,9
denegar_mas_ayuda,no nada mas gracias,2
formato_solicitud,quisiera saber tambien si hay algun modelo para esa solicitud,4
retiro_parcial__procedimiento,¿Cómo me retiro de un curso?,21
retiro_total__procedimiento,"Hola, ¿Cómo se inicia el proceso de retiro total?",28
carnet_universitario__solicitud,tengo que enviar mi voucher de pago para mi carnet de universitario,11
matricula__procedimiento_alumno_ingresante,es mi primer ciclo como me puedo matricular,10
pago_autoseguro__fechas,cual es la fecha limite para pagar el autoseguro?,14
cursos_horarios,cual es el horario de la seccion B del curso de Calculo Diferencial ?,19
retiro_parcial__unico_curso,"Hola, ¿Es posible realizar el retiro parcial si estoy llevando un único curso?",22
procedimiento_tramites_fechas,aun puedo enviar la solicitud o ya se paso las fechas?,5
pago_autoseguro__fechas,entonces si no pago a tiempo me voy a matricula rezagada,14
constancia_matricula__formato_solicitud,"Exacto, es lo que necesito. Hay algún formato para la solicitud de constancia matricula?",38
matricula__horarios,me han dicho que la matricula es por horarios como se cuando es el mio,13
pago_autoseguro__fechas,si y cuando puedo pagar el autoseguro,14
constancia_matricula__pago,se debe pagar algo por la constancia de matricula?,37
procedimiento_tramites_fechas,recien me entero que esta semana ya comienza el ciclo todavia puedo enviar mi solicitud,5
reserva_matricula__procedimiento,quisiera postergar mi matricula como puedo realizar este tramite,29
